_event_id,_day_of_week,_start_time,_end_time,_weeks,_break_mins,_spanName,_event_catName,_tag1,_tag2,_capacity_req,_deptName,_global_event,_protected,_suspended,_grouping_id,_registers_req,_lock,_resType,_resName,_resWeeks,_layoutName,_scheduling_status,_quantity
,,,,,,,,,,,,,,,,,,Module,MATH 2230,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 101,,,,
55209,Wed,13:00,15:00,41-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2230,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 101,,,,
55211,Thu,13:00,15:00,41-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2230,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 101,,,,
55127,Thu,17:00,19:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 1201,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE South Block Old Library,,,,
55128,Tue,17:00,20:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2203,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 203,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 204,,,,
55135,Mon,17:00,20:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GOVT 3003,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 W,,,,
55136,Mon,17:00,20:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GOVT 2062,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL19,,Tutorial Room,,
55166,Mon,17:00,19:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1210,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 325  {SR2},,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 326  {SR3},,,,
55167,Wed,17:00,19:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1210,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 325  {SR2},,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 326  {SR3},,,,
55182,Wed,11:00,13:00,41-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 1125,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 22,,Classroom,,
55044,Sat,09:00,12:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PSMA 6106,,,,
,,,,,,,,,,,,,,,,,,Room,FST 114,,Classroom,,
55048,Mon,17:00,20:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEND 3039,,,,
,,,,,,,,,,,,,,,,,,Room,SAC FL20,,Tutorial Room,,
55052,Wed,15:00,18:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,DANC 1303,,,,
,,,,,,,,,,,,,,,,,,Room,FHE DCFA A   Black Box,,,,
55053,Mon,14:00,17:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,DANC 2011,,,,
,,,,,,,,,,,,,,,,,,Room,FHE DCFA A   Black Box,,,,
55054,Mon,16:00,19:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MUSC 2101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE DCFA G   Musical Arts Studio IV,,,,
55055,Wed,16:00,19:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MUSC 3501,,,,
,,,,,,,,,,,,,,,,,,Room,FHE DCFA G   Musical Arts Studio IV,,,,
55099,Wed,17:00,20:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MGMT 2009,,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Room 2,,,,
55101,Mon,14:00,16:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2271,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
55102,Wed,09:00,11:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2271,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 21,,,,
55103,Tue,14:00,16:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2274,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
55106,Tue,09:00,10:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2271,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,,,
55114,Wed,17:00,19:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2273,,,,
,,,,,,,,,,,,,,,,,,Room,FST 412,,,,
55116,Tue,16:00,17:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2270,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
54989,Mon,17:00,20:00,39-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FILM 1203,,,,
,,,,,,,,,,,,,,,,,,Room,FHE FILM Computer Lab,,,,
54990,Tue,09:00,12:00,39-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FILM 2401,,,,
,,,,,,,,,,,,,,,,,,Room,FHE FILM Lecture Room 1,,,,
55279,Sat,14:00,17:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SB4,,,,
55288,Mon,16:00,18:00,39-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1001 (Full & Part-time),,,,
,,,,,,,,,,,,,,,,,,Room,LRC A,,,,
55299,Thu,17:00,20:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SOCI 2010,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 32,,Classroom,,
55300,Fri,17:00,20:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SOCI 3008,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 12,,Classroom,,
55296,Wed,17:00,20:00,39-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GOVT 2011,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 5,,Classroom,,
55186,Thu,17:00,20:00,40-46,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEND 3039,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T3,,,,
55727,Wed,09:00,11:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 3250,,,,
,,,,,,,,,,,,,,,,,,Module,INFO 3440,,,,
,,,,,,,,,,,,,,,,,,Room,FST 113,,,,
55692,Thu,10:00,13:00,"2-5,7-14",0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MGMT 1001,,,,
,,,,,,,,,,,,,,,,,,Room,TLC LTE,,,,
55669,Thu,17:00,18:00,"2-4,6-14",0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3201,,,,
,,,,,,,,,,,,,,,,,,Room,TLC LT C,,,,
55672,Tue,11:00,13:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BMET 2002,,,,
,,,,,,,,,,,,,,,,,,Room,FST 413,,Lecture Room,,
55561,Mon,11:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGEX 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FFA W,,Lecture Room,,
55562,Wed,10:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGEX 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FFA X,,Seminar Room,,
55563,Tue,16:00,18:00,"2-7,10-14",0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ENTI 3XXX,,,,
,,,,,,,,,,,,,,,,,,Room,FFA B1,,Seminar Room,,
55564,Fri,15:00,16:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ENTI 3XXX,,,,
,,,,,,,,,,,,,,,,,,Room,FFA E,,Seminar Room,,
55738,Thu,11:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 3150,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 32,,,,
55742,Thu,09:00,10:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 2700,,,,
,,,,,,,,,,,,,,,,,,Module,INFO 2415,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 32,,,,
55884,Wed,18:00,20:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2274,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
55885,Thu,17:00,18:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 2273,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
55886,Wed,11:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ACTS 3001,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,Lecture Room,,
55547,Fri,08:00,10:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEOG 2019,,,,
,,,,,,,,,,,,,,,,,,Room,FFA B,,,,
55880,Fri,10:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEOM 1010,,,,
,,,,,,,,,,,,,,,,,,Room,ENG SV111,,,,
55724,Tue,13:00,14:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 2200,,,,
,,,,,,,,,,,,,,,,,,Module,INFO 2425,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,Lecture Room,,
55735,Tue,15:00,17:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,INFO 3500,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL1,,,,
55949,Thu,10:00,11:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOC 3162,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR4,,Tutorial Room,,
55969,Mon,10:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEOM 2015,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 5,,,,
55972,Wed,10:00,11:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ENGR 1180,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 6,,,,
55973,Thu,10:00,11:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CVNG 3016,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 10,,,,
55935,Wed,10:00,11:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 2165,,,,
,,,,,,,,,,,,,,,,,,Room,FST 413,,Lecture Room,,
55940,Mon,15:00,17:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECNG 3030,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 101,,,,
55941,Fri,15:00,16:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECNG 3030,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 9,,,,
55943,Wed,08:00,09:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CVNG 3007,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 9,,,,
55959,Wed,13:00,16:00,2-5,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MENG 3000,,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Theatre 1,,,,
56040,Tue,11:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 2700,,,,
,,,,,,,,,,,,,,,,,,Module,INFO 2415,,,,
,,,,,,,,,,,,,,,,,,Room,FST 113,,,,
56089,Wed,11:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ENGR 1180,,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Room 1,,,,
56093,Mon,10:00,11:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGCP 3014,,,,
,,,,,,,,,,,,,,,,,,Room,FFA W,,,,
56107,Tue,08:00,16:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Room 2,,,,
56108,Wed,08:00,16:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Room 2,,,,
56109,Thu,08:00,16:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Room 2,,,,
56110,Fri,08:00,16:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Room 2,,,,
56199,Thu,11:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LAW 3381,,,,
,,,,,,,,,,,,,,,,,,Room,Law Lecture Room,,,,
56204,Thu,09:00,10:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LAW 1230,,,,
,,,,,,,,,,,,,,,,,,Room,Law Auditorium,,,,
56205,Tue,16:00,17:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LAW 1230,,,,
,,,,,,,,,,,,,,,,,,Room,Law Auditorium,,,,
56259,Tue,18:00,20:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2404,,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Room 1,,Lecture Room,,
56273,Tue,17:00,20:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,EDTK 3202,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 217  { Computer Lab - PC },,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 220  { Computer Lab - MAC },,,,
56283,Tue,09:00,11:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LAW 3870,,,,
,,,,,,,,,,,,,,,,,,Room,Law Lecture Room,,,,
56284,Fri,09:00,10:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LAW 3400,,,,
,,,,,,,,,,,,,,,,,,Room,Law Seminar Room,,,,
56151,Fri,09:00,10:00,2-17,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 3530,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 5,,,,
56152,Fri,10:00,11:00,2-17,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 3530,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 5,,,,
56153,Fri,18:00,19:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 3530,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 6,,,,
56154,Fri,19:00,20:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 3530,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 6,,,,
56104,Wed,15:00,16:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGSL 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FFA A,,,,
57204,Tue,12:00,14:00,5-12,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1601,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 11,,Lecture Room,,
57272,Wed,12:00,14:00,6-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SOCI 3002,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 102 E,,,,
57350,Wed,10:00,12:00,7-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEOG 2014,,,,
,,,,,,,,,,,,,,,,,,Room,TLC LT B,,,,
57103,Wed,10:00,13:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1003,,,,
,,,,,,,,,,,,,,,,,,Room,TLC LTD,,,,
57172,Mon,14:00,16:00,5-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 2200,,,,
,,,,,,,,,,,,,,,,,,Module,INFO 2425,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 9,,Classroom,,
57144,Thu,16:00,18:00,4-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2819,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 324  {SR4},,,,
56935,Fri,10:00,12:00,2-14,0,,Lecture,,,,,N,Y,N,,,
,,,,,,,,,,,,,,,,,,Module,GEOG 3111,,,,
,,,,,,,,,,,,,,,,,,Room,Venue to be advised,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
56951,Mon,13:00,14:00,3-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1601,,,,
,,,,,,,,,,,,,,,,,,Room,FST 413,,Lecture Room,,
56952,Wed,11:00,12:00,3-8,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1601,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 22,,Classroom,,
56962,Thu,18:00,21:00,3-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLSY 6102,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T3,,Tutorial Room,,
57020,Tue,16:00,19:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MGMT 3081,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR2,,,,
57053,Wed,17:00,20:00,4-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEND 6100,,,,
57054,Thu,17:00,20:00,3-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEND 6104,,,,
,,,,,,,,,,,,,,,,,,Module,GEND 7103,,,,
,,,,,,,,,,,,,,,,,,Room,IGDS Seminar Room,,,,
57064,Wed,13:00,14:00,4-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FREN 3401,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
56678,Mon,12:00,13:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGCP 3011,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
56679,Fri,14:00,15:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGCP 3101,,,,
,,,,,,,,,,,,,,,,,,Room,FFA 26,,,,
56680,Fri,13:00,14:00,"2-6,10-14",0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGLS 2004,,,,
,,,,,,,,,,,,,,,,,,Room,FFA B1,,,,
56682,Fri,09:00,10:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGLS 3000,,,,
,,,,,,,,,,,,,,,,,,Room,FFA TR,,,,
56683,Mon,14:00,15:00,"2-7,10-14",0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGLS 3003,,,,
,,,,,,,,,,,,,,,,,,Room,FFA B1,,,,
56685,Thu,10:00,11:00,"2-7,10-14",0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGLS 3008,,,,
,,,,,,,,,,,,,,,,,,Room,FFA B1,,,,
56667,Mon,15:00,17:00,7-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,DANC 3015,,,,
56668,Wed,14:00,17:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,DANC 2011,,,,
,,,,,,,,,,,,,,,,,,Staff,"PAUL,D.",,,,
,,,,,,,,,,,,,,,,,,Room,FHE DCFA A   Black Box,,,,
56670,Wed,16:00,19:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CANV 1701,,,,
,,,,,,,,,,,,,,,,,,Staff,"MURRAY,K",,,,
,,,,,,,,,,,,,,,,,,Room,FHE DCFA A   Lecture Room I,,,,
56671,Fri,13:00,15:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,DANC 1303,,,,
,,,,,,,,,,,,,,,,,,Room,FHE DCFA A   Black Box,,,,
56676,Fri,17:00,19:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,DANC 3011,,,,
,,,,,,,,,,,,,,,,,,Room,FHE DCFA A   Black Box,,,,
56639,Wed,12:00,13:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PORT 2001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLS,,,,
56640,Mon,10:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2819,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  LECTURE ROOM,,Lecture Room,,
56689,Wed,13:00,14:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 2003,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
56736,Thu,17:00,20:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MGMT 2009,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Staff,"Mc CREE,Roy",,,,
,,,,,,,,,,,,,,,,,,Room,ENG 102,,Classroom,,
56716,Thu,10:00,11:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGCP 3103,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
56717,Thu,18:00,21:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GOVT 3066,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 32,,,,
56719,Wed,09:00,11:00,"2-7,10-14",0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGLS 3000,,,,
,,,,,,,,,,,,,,,,,,Room,FFA B1,,,,
56720,Tue,13:00,14:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 0101,,,,
,,,,,,,,,,,,,,,,,,Room,FFA 271,,,,
56721,Wed,09:00,10:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 0102,,,,
,,,,,,,,,,,,,,,,,,Room,FFA 271,,,,
56724,Fri,11:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 0104,,,,
,,,,,,,,,,,,,,,,,,Room,FFA 271,,,,
56749,Thu,11:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 0103,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soils Physics Lab,,,,
56753,Mon,17:00,20:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,EDLA 1180,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SB1,,,,
56759,Tue,14:00,15:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LAW 1010,,,,
,,,,,,,,,,,,,,,,,,Room,Law Auditorium,,,,
56767,Fri,10:00,11:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LAW 2210,,,,
,,,,,,,,,,,,,,,,,,Room,Law Seminar Room,,,,
56768,Fri,13:00,14:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LAW 3210,,,,
,,,,,,,,,,,,,,,,,,Room,Law Lecture Room,,,,
56763,Wed,09:00,10:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LAW 2510,,,,
,,,,,,,,,,,,,,,,,,Room,Law Auditorium,,,,
56784,Fri,12:00,13:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FREN 3401,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
56849,Tue,17:00,20:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,VART 1904,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SOE 202,,Classroom,,
56918,Wed,11:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,INFO 3400,,,,
,,,,,,,,,,,,,,,,,,Room,FST 114,,Classroom,,
56827,Tue,11:00,12:00,3-13,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 0204,,,,
,,,,,,,,,,,,,,,,,,Room,FFA TR,,,,
56829,Wed,08:00,10:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 0203,,,,
,,,,,,,,,,,,,,,,,,Room,FFA TR,,,,
56833,Wed,10:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 0205,,,,
,,,,,,,,,,,,,,,,,,Room,FFA TR,,,,
56819,Mon,18:00,21:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MGMT 2010,,,,
,,,,,,,,,,,,,,,,,,Room,FSS MLT,,Lecture Theatre,,
56825,Mon,10:00,12:00,3-13,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 0204,,,,
,,,,,,,,,,,,,,,,,,Room,FFA TR,,,,
56835,Wed,09:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SOCI 3019,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 106,,Classroom,,
56847,Tue,10:00,12:00,2-14,0,,Lecture,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 3034,,,,
